cell_id,class,model,A_raw_canonical,P_raw,A_close_canonical,P_close,pixel_area_raw,pixel_area_close,C_gt,C_raw,C_area_only,C_perimeter_only,C_full,AE_raw,AE_area_only,AE_perimeter_only,AE_full,benefit_area,benefit_perimeter,benefit_full,benefit_perimeter_minus_area,bias_raw,bias_area_only,bias_perimeter_only,bias_full,delta_C_area,delta_C_perimeter,delta_C_full,interaction_C,identity_residual,raw_fallback_rate,closing_fallback_rate,roundness_group
148848523-148848559-002,moderate_dysplastic,baseline,4698.0,262.9360718727112,4699.5,262.35028517246246,4813.0,4814.0,0.8368765415310164,0.8550193030645109,0.8555167929615615,0.8623438576230178,0.8628456092857153,0.018142761533494478,0.01864025143054504,0.02546731609200137,0.02596906775469887,-0.0002746710519720974,-0.0038602753377687815,-0.004136178916987809,-0.003585604285796684,0.018142761533494478,0.01864025143054504,0.02546731609200137,0.02596906775469887,0.0002746710519720974,0.0038602753377687815,0.004136178916987809,1.2325272469304593e-06,0.0,0.0,0.0,over_circular
148881870-148882178-002,light_dysplastic,baseline,2480.5,203.5807341337204,2491.0,200.65180206298828,2572.0,2579.0,0.7491049286553086,0.7624092410682318,0.7646832793692904,0.784829601420617,0.7871705129380775,0.02331315536584022,0.020240866061450147,0.03572467276530833,0.03806558428276885,-0.001625622447312569,-0.015598567569363508,-0.01725526286043977,-0.01397294512205094,0.01330431241292318,0.015578350713981726,0.03572467276530833,0.03806558428276885,0.002274038301058545,0.02242036035238515,0.02476127186984567,6.687321640197474e-05,0.0,0.0,0.0,over_circular
148882307-148882323-001,light_dysplastic,baseline,5992.0,336.3675310611725,6073.0,304.73506140708923,6150.0,6204.0,0.6767676259161776,0.6732905581318978,0.6823292047401438,0.8148260080549328,0.8245964044620481,0.003477067784279808,0.00556157882396624,0.1380583821387552,0.1478287785458705,-0.002084511039686432,-0.13568801208223413,-0.14647439000226492,-0.13181258218555225,-0.003477067784279808,0.00556157882396624,0.1380583821387552,0.1478287785458705,0.00899635838377666,0.14264214765079375,0.15359570595427297,0.001914911695233168,0.0,0.0,0.0,under_circular
148882535-148882616-001,light_dysplastic,baseline,6387.5,521.5218590497971,6591.5,510.6589412689209,6842.0,6934.0,0.5064704898175538,0.2951180311439508,0.30358458981164754,0.30780728637387544,0.3176378439347789,0.21135245867360303,0.20288590000590628,0.19866320344367838,0.18883264588277493,0.006258373184382493,0.045693837382720204,0.050777732457435165,0.041524749367923997,-0.21135245867360303,-0.20288590000590628,-0.19866320344367838,-0.18883264588277493,0.006258373184382493,0.045693837382720204,0.050777732457435165,0.0009148070599187541,0.0,0.0,0.0,under_circular
148882671-148882687-001,light_dysplastic,baseline,7137.5,468.3919162750244,7200.5,435.0020874738693,7371.0,7413.0,0.7224768685049138,0.4586856422386657,0.46358294773459546,0.531803567540265,0.5374815401956962,0.26379122626624807,0.2588939207703183,0.19067330096464874,0.1849953283092176,0.0044110537964767715,0.06255372438567286,0.06744021920600285,0.05814267058919609,-0.26379122626624807,-0.2588939207703183,-0.19067330096464874,-0.1849953283092176,0.0044110537964767715,0.06255372438567286,0.06744021920600285,0.00047544102385321807,0.0,0.0,0.0,under_circular
149011613-149011656-001,light_dysplastic,baseline,4253.0,273.7401144504547,4310.0,251.48022890090942,4383.0,4421.0,0.8274828171539456,0.708975251717874,0.7181284995882974,0.8368599799179479,0.847664287699448,0.11850756543607155,0.10935431756564817,0.009377162764002356,0.020181470545502456,0.009558898072353328,0.1091304026720692,0.0983260948905691,0.09997715480164582,-0.11850756543607155,-0.10935431756564817,0.009377162764002356,0.020181470545502456,0.009558898072353328,0.13185151676494067,0.143177528981569,0.001767114144274995,0.0,0.0,0.0,under_circular
149013033-149013072-001,moderate_dysplastic,baseline,2449.0,200.40916097164154,2453.5,198.9949471950531,2534.0,2537.0,0.8156209451775746,0.7997400998852214,0.8012096100728424,0.8067716128119204,0.8072436851424132,0.01588084529235312,0.014411335104732137,0.008849332365654106,0.008377260035161371,0.0014031409177549525,0.010253674584300598,0.008744643746617653,0.008784164396679617,-0.01588084529235312,-0.014411335104732137,-0.008849332365654106,-0.008377260035161371,0.0014031409177549525,0.013062873796502616,0.014490906915013091,2.4892200755521898e-05,0.0,0.0,0.0,under_circular
149014929-149014984-001,moderate_dysplastic,baseline,4044.5,254.20815014839172,4044.5,253.03657746315002,4152.0,4152.0,0.7595941840419657,0.8140739111924375,0.8140739111924375,0.8140739111924375,0.8140739111924375,0.057041793078858816,0.0576251739411906,0.06462143482042071,0.065210230357172,0.0,0.0,0.0,0.0,0.05447972715047189,0.05447972715047189,0.05447972715047189,0.05447972715047189,0.0005833808623317838,0.007579641741561893,0.008168437278313179,5.414674419501608e-06,0.0,0.0,0.0,over_circular
149014929-149015008-003,moderate_dysplastic,baseline,4124.0,281.62236428260803,4134.5,272.3502856492996,4248.0,4255.0,0.8265633023698734,0.581172305396749,0.5842619618730949,0.6214175591772585,0.624721169429155,0.2453909969731244,0.24230134049677854,0.20514574319261492,0.2018421329407184,0.0022616318131231106,0.02921932403411953,0.0315976775144895,0.02695769222099642,-0.2453909969731244,-0.24230134049677854,-0.20514574319261492,-0.2018421329407184,0.0022616318131231106,0.02921932403411953,0.0315976775144895,0.00011672166724685518,0.0,0.0,0.0,under_circular
149014929-149015022-001,light_dysplastic,baseline,5521.999999999999,348.93607234954834,5552.0,337.2203427553177,5696.0,5726.0,0.6452805626878263,0.5658797951453856,0.5700428624769858,0.595019549501231,0.5993969923246767,0.07940076754244074,0.07523770021084053,0.05026101318659526,0.045883570363149606,0.0030962739728428446,0.029139754355845482,0.033517197179291136,0.02497668702424527,-0.07940076754244074,-0.07523770021084053,-0.05026101318659526,-0.045883570363149606,0.0030962739728428446,0.029139754355845482,0.033517197179291136,0.00021437549184544213,0.0,0.0,0.0,under_circular
149014929-149015022-002,light_dysplastic,baseline,5153.5,321.5807341337204,5185.5,307.86500430107117,5306.0,5328.0,0.5741328946073291,0.6262274488991313,0.630115928255835,0.6832686511222039,0.6875113205383115,0.09397313003379543,0.0892453321597525,0.10913575651487484,0.11337842593098246,-0.003888479356703667,-0.05704120222307263,-0.061283871639180254,-0.05315272286636896,0.05209455429180221,0.055983033648505875,0.10913575651487484,0.11337842593098246,0.004634942877560055,0.06087041104297908,0.0659109763841752,0.00040562246363606835,0.0,0.0,0.0,over_circular
149053341-149053350-001,moderate_dysplastic,baseline,4107.5,258.6101715564728,4131.5,249.23758745193481,4224.0,4242.0,0.8220467435065605,0.7717848183037109,0.77629433397974,0.8309221929458698,0.8357772465382498,0.050261925202849556,0.04575240952682047,0.013912866725497186,0.013730503031689323,0.004223771779888086,0.041386475763540265,0.03653142217116023,0.03687696008751118,-0.050261925202849556,-0.04575240952682047,0.00887544943930929,0.013730503031689323,0.004223771779888086,0.05737914766959329,0.0619257364964918,0.00032281704701042635,0.0,0.0,0.0,under_circular
149053945-149053969-001,moderate_dysplastic,baseline,2659.4999999999995,224.16652011871338,2671.5,220.5512956380844,2758.0,2766.0,0.8438635265559412,0.6999568409399757,0.7022075060233839,0.7224333875804994,0.7247563245180572,0.14390668561596553,0.14165602053255733,0.12143013897544186,0.11910720203788405,0.0022534267668079533,0.022476546640523676,0.024799483578081483,0.020225881557115466,-0.14390668561596553,-0.14165602053255733,-0.12143013897544186,-0.11910720203788405,0.0022534267668079533,0.022476546640523676,0.024799483578081483,7.227185414959703e-05,0.0,0.0,0.0,under_circular
149053945-149053976-001,moderate_dysplastic,baseline,2587.0,218.08326029777527,2614.0,207.53910374641418,3053.0,3085.0,0.8563425520740293,0.6835363742981132,0.7003484093897677,0.7547557301884533,0.7626329643264851,0.17280617777591611,0.1559941426842616,0.101586821885576,0.09370958774754423,0.008423836531250117,0.07121935589034012,0.08174546161812757,0.06408542388181704,-0.17280617777591611,-0.1559941426842616,-0.101586821885576,-0.09370958774754423,0.008423836531250117,0.07121935589034012,0.08174546161812757,0.0011232391176162482,0.0,0.0,0.0,under_circular
149054642-149054677-003,light_dysplastic,baseline,2092.0,184.02438509464264,2098.0,182.26702535152435,2174.0,2178.0,0.7642040720952874,0.7529606282675888,0.7551201711784902,0.7722062252526755,0.7744209658604748,0.017274986212277854,0.01669114377933123,0.012380874322754809,0.011793206372437526,0.0005838424329466241,0.003241290670310537,0.0010265500625111779,0.0010817477594091685,-0.011243443827698596,-0.009083900916797227,0.008002153157388059,0.010216893765187418,0.001669827570157545,0.015436980459346272,0.01713916313526387,3.2355105760051295e-05,0.0,0.0,0.0,under_circular
149056321-149056343-001,severe_dysplastic,baseline,5863.5,320.06601536273956,5890.5,308.93607234954834,6009.0,6027.0,0.7866110766073614,0.717545562519838,0.7210415961178918,0.7701784587859153,0.7739309309759141,0.06906551408752337,0.06556948048946964,0.016432617821446116,0.01268014563144726,0.003496033598053727,0.052632896266077256,0.05638536845607611,0.04913686266802353,-0.06906551408752337,-0.06556948048946964,-0.016432617821446116,-0.01268014563144726,0.003496033598053727,0.052632896266077256,0.05638536845607611,0.0002564385919451295,0.0,0.0,0.0,under_circular
149056321-149056360-001,severe_dysplastic,baseline,2854.0000000000005,227.7228696346283,2865.9999999999995,225.48022854328156,2956.0,2964.0,0.6317954842320207,0.7217622650078769,0.7247913159773578,0.7054185893614531,0.708384610059539,0.08996678077585618,0.0929958317453371,0.07362310512943238,0.07658912582751831,-0.002805928917191336,-0.0042669180337809864,-0.004684704759560843,-0.0038514261724869048,0.08996678077585618,0.0929958317453371,0.07362310512943238,0.07658912582751831,0.002805928917191336,0.0042669180337809864,0.004684704759560843,2.2948644857745393e-06,0.0,0.0,0.0,over_circular
149056410-149056458-001,severe_dysplastic,baseline,1413.0,144.9533176422119,1414.5,144.36753165721893,1476.0,1477.0,0.7819284432407766,0.8365100586377021,0.837462080707472,0.8435186723380356,0.8444786708270395,0.05458161539692552,0.055533637466695374,0.061590229097258975,0.06255022758626294,-0.0008971081527902047,-0.006879171587108379,-0.007783574725675035,-0.0059820634343181744,0.05458161539692552,0.055533637466695374,0.061590229097258975,0.06255022758626294,0.0008971081527902047,0.006879171587108379,0.007783574725675035,7.29498577645149e-06,0.0,0.0,0.0,over_circular
149056873-149056884-001,severe_dysplastic,baseline,1774.0000000000002,167.53910374641418,1780.0,164.85281240940094,1847.0,1851.0,0.7894526761464591,0.7974655496074466,0.8001627273400534,0.8202963104941009,0.8230707061327505,0.008012873460987557,0.010710051193594361,0.030843634347641813,0.033618029986291376,-0.0026156469851307262,-0.022650246097202786,-0.025605156525303818,-0.020133583154047452,0.008012873460987557,0.010710051193594361,0.030843634347641813,0.033618029986291376,0.0026971777326068036,0.022830760886654256,0.025605156525303818,7.721790604275913e-05,0.0,0.0,0.0,over_circular
149056873-149056884-002,severe_dysplastic,baseline,1403.5,155.09545278549194,1406.5,153.92387974262238,1469.0,1471.0,0.7495634305413496,0.733202861090087,0.7347700920008603,0.7450589963987879,0.7474351590379054,0.01636056945126252,0.014793338540489254,0.004504434142561631,0.003565543193933318,0.0016084461850067733,0.01120384697397181,0.0127950262573292,0.009636616063198544,-0.01636056945126252,-0.014793338540489254,-0.004504434142561631,-0.00212827150344419,0.0016084461850067733,0.01145951540828194,0.013092864560492523,2.4902967203810356e-05,0.0,0.0,0.0,under_circular
149056933-149056982-002,severe_dysplastic,baseline,1093.5,131.98275518417358,1095.0,131.39696860313416,1152.0,1153.0,0.757953907910004,0.7888497115564868,0.7899318099262487,0.7958990008837956,0.7969907690605909,0.0308958036464827,0.03197790201624462,0.03794509297379156,0.0390368611505868,-0.0011507956629184246,-0.007294302103112105,-0.008455705088526555,-0.00614350644019368,0.0308958036464827,0.03197790201624462,0.03794509297379156,0.0390368611505868,0.0011507956629184246,0.007294302103112105,0.008455705088526555,1.0607322496025695e-05,0.0,0.0,0.0,over_circular
149057756-149057766-002,moderate_dysplastic,baseline,5202.0,287.27921891212463,5212.5,284.35028529167175,5329.0,5336.0,0.8035814664033397,0.8093614412175438,0.8102987445657982,0.8229020855352124,0.8238550700002214,0.013018275580916394,0.013931868430423378,0.019320619131872663,0.020273603596881684,-0.0009135928495069834,-0.013485691414374945,-0.014414371742622611,-0.012572098564867962,0.005779974814204114,0.006717278162458484,0.019320619131872663,0.020273603596881684,0.0009373033482543702,0.013540644317668549,0.01449362878267757,1.5681116754651114e-05,0.0,0.0,0.0,over_circular
149057756-149057788-002,moderate_dysplastic,baseline,5520.5,302.89444231987,6050.5,381.0193325281143,6198.0,6221.0,0.8488737298905719,0.7561460168939476,0.7655666403843157,0.5372328988626343,0.5411713660983146,0.0927277129966243,0.0833070895062562,0.3116408310279376,0.30770236379225724,0.004749708428780197,0.05180568262647123,0.05574414986215159,0.048247004089655765,-0.0927277129966243,-0.0833070895062562,-0.3116408310279376,-0.30770236379225724,0.004749708428780197,0.05180568262647123,0.05574414986215159,0.0003797886988649024,0.0,0.0,0.0,under_circular
149057812-149057825-003,moderate_dysplastic,baseline,5478.5,299.23758828639984,5510.000000000001,286.93607199192047,5614.0,5635.0,0.8228527885226207,0.7688457858039993,0.7732664561066052,0.8361828048306552,0.8409906460923449,0.054007002718621355,0.04958633241601551,0.013330016308034542,0.01813785756972419,0.004689139937817832,0.04067698641058681,0.035869145148897164,0.03625631610798097,-0.054007002718621355,-0.04958633241601551,0.013330016308034542,0.01813785756972419,0.004689139937817832,0.07151215659868759,0.07664619229029757,0.0004448957537921405,0.0,0.0,0.0,under_circular
149057812-149057825-005,moderate_dysplastic,baseline,2101.5,177.19595766067505,2104.5,177.19595766067505,2180.0,2182.0,0.7933536332493831,0.8455558692172507,0.8461741162578676,0.8512579325083254,0.8518803487397475,0.05220223596786755,0.05282048300848452,0.05790429925894225,0.05852671549036437,-0.0006182470406169704,-0.005702063291074699,-0.0063244795224968176,-0.005083816250457729,0.05220223596786755,0.05282048300848452,0.05790429925894225,0.05852671549036437,0.0006182470406169704,0.005702063291074699,0.0063244795224968176,4.169190805147771e-06,0.0,0.0,0.0,over_circular
149057812-149057847-004,moderate_dysplastic,baseline,3021.0,214.16652047634125,3021.0,214.16652047634125,3115.0,3115.0,0.7914707391861505,0.8276704073125181,0.8276704073125181,0.8276704073125181,0.8276704073125181,0.036199668126367546,0.036199668126367546,0.036199668126367546,0.036199668126367546,0.0,0.0,0.0,0.0,0.036199668126367546,0.036199668126367546,0.036199668126367546,0.036199668126367546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,over_circular
149057812-149057847-005,moderate_dysplastic,baseline,4524.5,267.03657734394073,4533.5,263.5218600034714,4641.0,4647.0,0.7902717685644771,0.7964501032392137,0.7985779895219411,0.818742174737965,0.8203707921703092,0.0061783346747366075,0.008306220957464028,0.02847040617348784,0.030099023605832054,-0.0015860280636380564,-0.02141062207902067,-0.023039239511364884,-0.019824594015382613,0.0061783346747366075,0.008306220957464028,0.02847040617348784,0.030099023605832054,0.0015860280636380564,0.02141062207902067,0.023039239511364884,4.258936870615848e-05,0.0,0.0,0.0,over_circular
149058262-149058272-003,moderate_dysplastic,baseline,4275.0,280.10764503479004,4290.0,277.76449978351593,4407.0,4419.0,0.7504251078212719,0.6953686372083506,0.6985535317299155,0.7351821043332925,0.7385493506126816,0.05505647061292129,0.0518715760913564,0.027795149058608803,0.028772403462392626,0.001994495511160932,0.02229801673851184,0.0243707509048956,0.020303521227350907,-0.05505647061292129,-0.0518715760913564,-0.015243003487979467,-0.011875757208590354,0.001994495511160932,0.02229801673851184,0.0243707509048956,7.823865522282869e-05,0.0,0.0,0.0,under_circular
149061666-149061699-003,moderate_dysplastic,baseline,2943.5,221.92387986183167,2953.9999999999995,217.8233743906021,3042.0,3049.0,0.7950647014263676,0.7529870336529237,0.7573160531843778,0.803440958386936,0.8057394226671274,0.042077667773443905,0.03774864824198987,0.010572518887540516,0.012696137648270156,0.0026791133600353456,0.02854285426759451,0.026873436643680693,0.025863740907559163,-0.042077667773443905,-0.03774864824198987,0.008376256960568318,0.010674721240759744,0.0026791133600353456,0.02854285426759451,0.03132378518149759,0.0001018175538677335,0.0,0.0,0.0,under_circular
149095913-149095926-001,light_dysplastic,baseline,3526.5,393.92387998104095,3612.5,354.1492748260498,3795.0,3890.0,0.8663259604853909,0.2855808845475098,0.29254528439752703,0.35333042719955726,0.3619470206319015,0.5807450759378812,0.5737806760878639,0.5129955332858336,0.5043789398534895,0.0073148063183675616,0.06774954265204758,0.07636613608439169,0.06078514280203029,-0.5807450759378812,-0.5737806760878639,-0.5129955332858336,-0.5043789398534895,0.007314806318367506,0.06774954265204747,0.07636613608439169,0.0016521935823269884,0.0,0.0,0.0,under_circular
149097324-149097373-001,moderate_dysplastic,baseline,3940.0,260.4091612100601,3958.0,253.37972354888916,4055.0,4067.0,0.7258621057656653,0.7218232045235828,0.7243633448327569,0.7538981199814264,0.7565511338933846,0.019740804873295104,0.01640523646598302,0.028036014215761074,0.03068902812771923,0.0025401403091740438,-0.02399711297367857,-0.026650126885636727,-0.026537253282852613,-0.004038901242082504,-0.0014987609329084606,0.028036014215761074,0.03068902812771923,0.003335568407312084,0.03972289434214371,0.04324610534180817,0.00018764259235237724,0.0,0.0,0.0,under_circular
149097594-149097637-001,moderate_dysplastic,baseline,4287.5,333.86500453948975,4318.0,318.04876959323883,4337.0,4379.0,0.7030739622501383,0.4833616595172881,0.48792752475587703,0.5326311446965932,0.5376624126523278,0.2197123027328502,0.21514643749426127,0.17044281755354507,0.16541154959781046,0.004034125877972139,0.04150189117648795,0.045443801093021596,0.03783572526240908,-0.2197123027328502,-0.21514643749426127,-0.17044281755354507,-0.16541154959781046,0.004034125877972139,0.04150189117648795,0.045443801093021596,0.000399799588398253,0.0,0.0,0.0,under_circular
149097594-149097637-002,moderate_dysplastic,baseline,3686.5,241.76450061798096,3686.5,241.17871415615082,3796.0,3803.0,0.737702668388009,0.8074837604104796,0.8074837604104796,0.8074837604104796,0.8074837604104796,0.07067190620635122,0.07099439606323721,0.07460351315344993,0.07492757147055429,0.0,0.0,0.0,0.0,0.06978109202247063,0.06978109202247063,0.06978109202247063,0.06978109202247063,0.00032248985688598797,0.003931606947098709,0.004255665264203068,1.5684602183707597e-06,0.0,0.0,0.0,over_circular
149098972-149098988-002,severe_dysplastic,baseline,2463.5000000000005,227.23758816719055,2469.5,224.65180158615112,2565.0,2569.0,0.4163435359353264,0.6494066459786169,0.6502584066160256,0.6644422797545422,0.6653137611032928,0.23306311004329044,0.23391487068069922,0.24809874381921576,0.24897022516796635,-0.0009989251250215325,-0.012043617218998826,-0.0134931897981867,-0.010623377582093974,0.23306311004329044,0.23391487068069922,0.24809874381921576,0.24897022516796635,0.0009989251250215325,0.012043617218998826,0.0134931897981867,1.972071134181963e-05,0.0,0.0,0.0,over_circular
149099096-149099104-001,severe_dysplastic,baseline,1996.0,184.85281193256378,1996.0,184.85281193256378,2077.0,2077.0,0.68348392848413,0.7369517023957076,0.7369517023957076,0.7369517023957076,0.7369517023957076,0.05346777391157764,0.05346777391157764,0.05346777391157764,0.05346777391157764,0.0,0.0,0.0,0.0,0.05346777391157764,0.05346777391157764,0.05346777391157764,0.05346777391157764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,over_circular
149099276-149099290-001,light_dysplastic,baseline,4036.499999999999,323.8822498321533,4101.0,295.6223648786545,4158.0,4214.0,0.7575096535439083,0.5064716218399429,0.5145646280603507,0.5978549365329794,0.6074081740918491,0.25103803170396544,0.24294502548355756,0.15965471701092893,0.1501014794520592,0.008093006220407872,0.09138331469303651,0.10152905523171707,0.08329030847262864,-0.25103803170396544,-0.24294502548355756,-0.15965471701092893,-0.1501014794520592,0.008093006220407872,0.09138331469303651,0.10152905523171707,0.0015838712156184265,0.0,0.0,0.0,under_circular
149099276-149099290-002,light_dysplastic,baseline,3276.5,260.46803629398346,3329.0,239.96550977230072,3398.0,3433.0,0.6891730837378084,0.6129271491675281,0.6231680541953895,0.7294558851571827,0.7415384607151613,0.07624593457028028,0.06600502954241894,0.04028280141937435,0.052365376977352884,0.010235693452574135,0.03465402742931023,0.022444265013924047,0.024413122401448883,-0.07624593457028028,-0.06600502954241894,0.04028280141937435,0.052365376977352884,0.010235693452574135,0.1115009804419601,0.12358355599993864,0.0018468821054044016,0.0,0.0,0.0,under_circular
149099502-149099525-002,light_dysplastic,baseline,3540.0,251.39696860313416,3582.0,234.6518017053604,3658.0,3686.0,0.7891313505521539,0.713081947492833,0.7219707806333255,0.8235382548935024,0.8340700538315788,0.07604940305932084,0.06716056991882835,0.03440690434134852,0.04493870327942495,0.008888833140492491,0.04151376724882472,0.031020564509053217,0.032401829456005116,-0.07604940305932084,-0.06716056991882835,0.03440690434134852,0.04493870327942495,0.008888833140492491,0.11032757593152176,0.12085937486959819,0.001381264946951899,0.0,0.0,0.0,under_circular
149100006-149100028-002,severe_dysplastic,baseline,548.0,159.39696836471558,559.0,152.71067667007446,629.0,636.0,0.5743976296438177,0.48668151154175515,0.49410043702257456,0.5302322748290167,0.5383150838965322,0.23003029741927095,0.23003029741927095,0.23003029741927095,0.23003029741927095,0.004081800716475237,0.014778028128736742,0.019156468095971324,0.010696227412261505,-0.08771611810206253,-0.08029719262124313,-0.044165354814800994,-0.03608254574728553,0.004081800716475237,0.014778028128736742,0.019156468095971296,0.0002966392507593174,0.0,0.0,0.0,under_circular
149100064-149100072-001,moderate_dysplastic,baseline,7146.5,403.23758828639984,7223.000000000001,357.98989379405975,7348.0,7400.0,0.7982524479199146,0.5275771061261013,0.536039670122411,0.6693702796650108,0.6801072672315996,0.27067534179381325,0.2622127777975035,0.12888216825490373,0.11814518068831492,0.006583557677886653,0.1121636721722824,0.1199478904422322,0.10558011449439575,-0.27067534179381325,-0.2622127777975035,-0.12888216825490373,-0.11814518068831492,0.006583557677886653,0.1121636721722824,0.1199478904422322,0.0012006605920631408,0.0,0.0,0.0,under_circular
