cell_id,class,model,seed,A_raw_canonical,P_raw,A_close_canonical,P_close,pixel_area_raw,pixel_area_close,C_gt,C_raw,C_area_only,C_perimeter_only,C_full,AE_raw,AE_area_only,AE_perimeter_only,AE_full,benefit_area,benefit_perimeter,benefit_full,benefit_perimeter_minus_area,bias_raw,bias_area_only,bias_perimeter_only,bias_full,delta_C_area,delta_C_perimeter,delta_C_full,interaction_C,identity_residual,roundness_group,raw_fallback_rate,closing_fallback_rate
148503209-148503222-001,light_dysplastic,baseline,20260804,5467.999999999999,430.45079135894775,5522.5,403.4629827737808,5666.0,5701.0,0.7514627594679846,0.3708440785061204,0.37454031154902157,0.42211518940621284,0.42632244577465445,0.3806186809618642,0.376922447918963,0.32934757006177173,0.32514031369333013,0.003696233042901176,0.051271110900092454,0.05547836726853406,0.04757487785719128,-0.3806186809618642,-0.376922447918963,-0.32934757006177173,-0.32514031369333013,0.003696233042901176,0.051271110900092454,0.05547836726853406,0.0005110233255404273,0.0,under_circular,0.0,0.0
148503209-148503222-001,light_dysplastic,baseline,20260805,6048.499999999999,395.722869515419,6090.5,379.3208477497101,6231.0,6259.0,0.7514627594679846,0.4853725928786678,0.4887429572501491,0.528255617435015,0.5319237559705645,0.2660901665893168,0.2627198022178355,0.22320714203296954,0.21953900349742006,0.0033703643714813047,0.04288302455634724,0.04655116309189672,0.03951266018486593,-0.2660901665893168,-0.2627198022178355,-0.22320714203296954,-0.21953900349742006,0.0033703643714813047,0.04288302455634724,0.04655116309189672,0.00029777416406817636,0.0,under_circular,0.0,0.0
148503209-148503231-001,light_dysplastic,baseline,20260803,7813.5,512.9777027368546,7910.0,472.4163010120392,7993.0,8064.0,0.6544808862361308,0.3731285701169082,0.37773686435333,0.43995244025925406,0.445386037300915,0.28135231611922257,0.2767440218828008,0.2145284459768767,0.20909484893521574,0.004608294236421784,0.06682387014234586,0.07225746718400683,0.06221557590592408,-0.28135231611922257,-0.2767440218828008,-0.2145284459768767,-0.20909484893521574,0.004608294236421784,0.06682387014234586,0.07225746718400683,0.0008253028052391809,0.0,under_circular,0.0,0.0
148503209-148503231-001,light_dysplastic,baseline,20260804,5929.999999999999,358.6518018245697,5998.0,330.04877030849457,6095.0,6140.0,0.6544808862361308,0.5793200017814601,0.5859631316501177,0.6840822461027852,0.6919266968169487,0.07516088445467062,0.06851775458601306,0.029601359866654464,0.03744581058081797,0.00664312986865756,0.045559524588016154,0.037715073873852645,0.038916394719358594,-0.07516088445467062,-0.06851775458601306,0.029601359866654464,0.03744581058081797,0.00664312986865756,0.10476224432132508,0.11260669503548859,0.0012013208455059488,0.0,under_circular,0.0,0.0
148503209-148503231-001,light_dysplastic,baseline,20260805,5424.5,355.722869515419,5483.5,331.46298253536224,5598.0,5637.0,0.6544808862361308,0.5386987943730689,0.5445579940906485,0.6204396009305666,0.6271878609462185,0.11578209186306188,0.10992289214548223,0.03404128530556416,0.027293025289912287,0.005859199717579644,0.08174080655749771,0.08848906657314959,0.07588160683991807,-0.11578209186306188,-0.10992289214548223,-0.03404128530556416,-0.027293025289912287,0.005859199717579644,0.08174080655749771,0.08848906657314959,0.0008890602980722306,0.0,under_circular,0.0,0.0
148503400-148503432-001,light_dysplastic,baseline,20260803,6166.0,407.4802289009094,6245.0,373.3624781370163,6389.0,6443.0,0.6770817444156346,0.46665970429632175,0.4726386398525023,0.5558428755455718,0.5629644433639467,0.21042204011931287,0.2044431045631323,0.12123886887006285,0.11411730105168794,0.005978935556180565,0.08918317124925002,0.09630473906762493,0.08320423569306945,-0.21042204011931287,-0.2044431045631323,-0.12123886887006285,-0.11411730105168794,0.005978935556180565,0.08918317124925002,0.09630473906762493,0.001142632262194354,0.0,under_circular,0.0,0.0
148503400-148503432-001,light_dysplastic,baseline,20260804,5177.5,310.61017167568207,5233.0,288.10764467716217,5249.0,5313.0,0.6770817444156346,0.6743705935849151,0.6815994816474864,0.7838273397106975,0.7922295448973597,0.0027111508307194887,0.004517737231851782,0.10674559529506289,0.11514780048172513,-0.001806586401132293,-0.1040344444643434,-0.11243664965100564,-0.10222785806321111,-0.0027111508307194887,0.004517737231851782,0.10674559529506289,0.11514780048172513,0.00722888806257127,0.10945674612578238,0.11785895131244462,0.0011733171240909668,0.0,under_circular,0.0,0.0
148503400-148503432-001,light_dysplastic,baseline,20260805,5306.5,314.2670258283615,5367.999999999999,289.4213536977768,5429.0,5476.0,0.6770817444156346,0.6751812940944181,0.6830063481953897,0.7960803269443386,0.8053065476372767,0.0019004503212165513,0.005924603779755122,0.11899858252870399,0.1282248032216421,-0.004024153458538571,-0.11709813220748744,-0.12632435290042554,-0.11307397874894887,-0.0019004503212165513,0.005924603779755122,0.11899858252870399,0.1282248032216421,0.007825054100971673,0.12089903284992054,0.13012525354285864,0.0014011665919664296,0.0,under_circular,0.0,0.0
148503568-148503580-002,light_dysplastic,baseline,20260803,4555.5,283.86500465869904,4572.0,277.42135310173035,4680.0,4691.0,0.486783015904898,0.7104314916915524,0.7130046712795034,0.7438170749216753,0.7465111769381845,0.22364847578665442,0.22622165537460542,0.2570340590167773,0.2597281610332865,-0.002573179587951002,-0.03338558323012286,-0.036079685246632076,-0.03081240364217186,0.22364847578665442,0.22622165537460542,0.2570340590167773,0.2597281610332865,0.002573179587951002,0.03338558323012286,0.036079685246632076,0.00012092242855821222,0.0,over_circular,0.0,0.0
148503568-148503580-002,light_dysplastic,baseline,20260804,4358.5,286.3502856492996,4372.0,281.0782071352005,4445.0,4464.0,0.486783015904898,0.6679618717027584,0.6700308140609063,0.6932542886460101,0.695401571632524,0.18117885579786047,0.18324779815600828,0.20647127274111216,0.20861855572762605,-0.0020689423581478072,-0.025292416943251683,-0.027439699929765582,-0.023223474585103876,0.18117885579786047,0.18324779815600828,0.20647127274111216,0.20861855572762605,0.0020689423581478072,0.025292416943251683,0.027439699929765582,7.834062836609146e-05,0.0,over_circular,0.0,0.0
148503568-148503580-002,light_dysplastic,baseline,20260805,3908.0,271.279217839241,3922.0000000000005,264.59292578697205,4013.0,4023.0,0.486783015904898,0.6673157418088631,0.6697063304437977,0.7014681581804053,0.7039810942639585,0.18053272590396513,0.1829233145388997,0.21468514227550733,0.21719807835906052,-0.002390588634934576,-0.034152416371542205,-0.03666535245509539,-0.03176182773660763,0.18053272590396513,0.1829233145388997,0.21468514227550733,0.21719807835906052,0.002390588634934576,0.034152416371542205,0.03666535245509539,0.00012234744861860936,0.0,over_circular,0.0,0.0
148718455-148718461-001,light_dysplastic,baseline,20260803,8487.0,384.71067690849304,8562.0,355.42135310173035,8670.0,8720.0,0.8681455917412837,0.7206022058669193,0.7269701999095749,0.84426159589993,0.851722373523648,0.14754338587436444,0.1411753918317088,0.0238839958413537,0.016423218217635704,0.006367994042655645,0.12365939003301074,0.13112016765672874,0.1172913959903551,-0.14754338587436444,-0.1411753918317088,-0.0238839958413537,-0.016423218217635704,0.006367994042655645,0.12365939003301074,0.13112016765672874,0.001092783581062351,0.0,under_circular,0.0,0.0
148718455-148718461-001,light_dysplastic,baseline,20260804,8184.499999999999,372.811182141304,8249.0,347.62236404418945,8353.0,8406.0,0.8681455917412837,0.7399871134458295,0.7458187670370392,0.851111776339929,0.8578191756403046,0.12815847829545424,0.1223268247042445,0.017033815401354735,0.010326416100979063,0.00583165359120974,0.1111246628940995,0.11783206219447517,0.10529300930288976,-0.12815847829545424,-0.1223268247042445,-0.017033815401354735,-0.010326416100979063,0.00583165359120974,0.1111246628940995,0.11783206219447517,0.0008757457091659315,0.0,under_circular,0.0,0.0
148718455-148718461-001,light_dysplastic,baseline,20260805,7759.500000000001,382.46803629398346,7831.5,353.5218585729599,7802.0,7874.0,0.8681455917412837,0.6665815815157197,0.6727667576055619,0.7802091835571844,0.7874487043015773,0.20156401022556403,0.19537883413572177,0.08793640818409931,0.08069688743970638,0.006185176089842259,0.11362760204146471,0.12086712278585765,0.10744242595162246,-0.20156401022556403,-0.19537883413572177,-0.08793640818409931,-0.08069688743970638,0.006185176089842259,0.11362760204146471,0.12086712278585765,0.0010543446545506763,0.0,under_circular,0.0,0.0
148719308-148719348-004,light_dysplastic,baseline,20260803,2602.5,201.5807340145111,2604.0,200.99494755268097,2690.0,2691.0,0.8277155804917434,0.8048270374223572,0.8052909146773556,0.8095251037485891,0.8099916888227957,0.022888543069386258,0.022424665814387845,0.018190476743154327,0.017723891668947722,0.0004638772549984127,0.004698066326231931,0.005164651400438536,0.004234189071233518,-0.022888543069386258,-0.022424665814387845,-0.018190476743154327,-0.017723891668947722,0.0004638772549984127,0.004698066326231931,0.005164651400438536,2.707819208191964e-06,0.0,under_circular,0.0,0.0
148719308-148719348-004,light_dysplastic,baseline,20260804,2260.0,187.6812388896942,2261.5,187.09545242786407,2342.0,2343.0,0.8277155804917434,0.8062627212674002,0.8067978513921351,0.8113193610839152,0.8118578473855196,0.021452859224343257,0.020917729099608318,0.016396219407828205,0.015857733106223848,0.0005351301247349394,0.005056639816515052,0.005595126118119409,0.004521509691780112,-0.021452859224343257,-0.020917729099608318,-0.016396219407828205,-0.015857733106223848,0.0005351301247349394,0.005056639816515052,0.005595126118119409,3.356176869417915e-06,0.0,under_circular,0.0,0.0
148719308-148719348-004,light_dysplastic,baseline,20260805,2403.0,191.33809351921082,2404.5,190.75230753421783,2486.0,2487.0,0.8277155804917434,0.8248229761638036,0.8253378469354414,0.8298966933287646,0.8304147312147375,0.0028926043279398073,0.0023777335563019975,0.0021811128370211597,0.0026991507229940925,0.0005148707716378098,0.0007114914909186476,0.00019345360494571473,0.0001966207192808378,-0.0028926043279398073,-0.0023777335563019975,0.0021811128370211597,0.0026991507229940925,0.0005148707716378098,0.005073717164960967,0.0055917550509339,3.167114335123067e-06,0.0,under_circular,0.0,0.0
148719308-148719357-001,light_dysplastic,baseline,20260803,2664.0,210.85281217098236,2677.5,205.5807341337204,2758.0,2767.0,0.7947701206833819,0.7529832045166213,0.7567989977827528,0.7920986248453475,0.7961126381469287,0.04178691616676067,0.037971122900629095,0.002671495838034388,0.001342517463546744,0.003815793266131573,0.03911542032872628,0.040444398703213924,0.03529962706259471,-0.04178691616676067,-0.037971122900629095,-0.002671495838034388,0.001342517463546744,0.003815793266131573,0.03911542032872628,0.04312943363030741,0.0001982200354495589,0.0,under_circular,0.0,0.0
148719308-148719357-001,light_dysplastic,baseline,20260804,2595.0,210.85281193256378,2610.0,204.9949471950531,2689.0,2699.0,0.7947701206833819,0.7334802628151366,0.7377200331204264,0.7759985561423175,0.7804840969292673,0.06128985786824537,0.05705008756295549,0.018771564541064434,0.014286023754114585,0.0042397703052898805,0.042518293327180934,0.04700383411413078,0.03827852302189105,-0.06128985786824537,-0.05705008756295549,-0.018771564541064434,-0.014286023754114585,0.0042397703052898805,0.042518293327180934,0.04700383411413078,0.0002457704816599682,0.0,under_circular,0.0,0.0
148719308-148719357-001,light_dysplastic,baseline,20260805,2685.0,212.85281205177307,2703.0,205.82337403297424,2780.0,2792.0,0.7947701206833819,0.7447240340569417,0.7497165974137481,0.7964614636714556,0.801800870131823,0.05004608662644028,0.045053523269633855,0.0016913429880737185,0.007030749448441065,0.004992563356806423,0.04835474363836656,0.04301533717799921,0.043362180281560136,-0.05004608662644028,-0.045053523269633855,0.0016913429880737185,0.007030749448441065,0.004992563356806423,0.051737429614514,0.05707683607488134,0.0003468431035609232,0.0,under_circular,0.0,0.0
148848523-148848559-002,moderate_dysplastic,baseline,20260803,4567.0,262.9360718727112,4568.5,262.35028517246246,4680.0,4681.0,0.8368765415310164,0.830119344766647,0.8303919918034656,0.8338305338486535,0.8341043998002132,0.0067571967643694775,0.006484549727550859,0.003046007682362961,0.0027721417308032015,0.00027264703681861846,0.0037111890820065163,0.003985055033566276,0.003438542045187898,-0.0067571967643694775,-0.006484549727550859,-0.003046007682362961,-0.0027721417308032015,0.00027264703681861846,0.0037111890820065163,0.003985055033566276,1.2189147411412193e-06,0.0,under_circular,0.0,0.0
148848523-148848559-002,moderate_dysplastic,baseline,20260804,5156.0,275.2792184352875,5158.999999999999,274.1076455116272,5276.0,5278.0,0.8368765415310164,0.8550193030645109,0.8555167929615615,0.8623438576230178,0.8628456092857153,0.018142761533494478,0.01864025143054504,0.02546731609200137,0.02596906775469887,-0.0004974898970505626,-0.0073245545585068905,-0.007826306221204393,-0.006827064661456328,0.018142761533494478,0.01864025143054504,0.02546731609200137,0.02596906775469887,0.0004974898970505626,0.0073245545585068905,0.007826306221204393,4.261765646940141e-06,0.0,over_circular,0.0,0.0
148848523-148848559-002,moderate_dysplastic,baseline,20260805,4698.0,261.9655097723007,4699.5,261.37972354888916,4813.0,4814.0,0.8368765415310164,0.860269734776496,0.8605444058284681,0.8641300101142648,0.8644059136934839,0.023393193245479615,0.023667864297451713,0.027253468583248397,0.027529372162467425,-0.0002746710519720974,-0.0038602753377687815,-0.004136178916987809,-0.003585604285796684,0.023393193245479615,0.023667864297451713,0.027253468583248397,0.027529372162467425,0.0002746710519720974,0.0038602753377687815,0.004136178916987809,1.2325272469304593e-06,0.0,over_circular,0.0,0.0
148881870-148882178-002,light_dysplastic,baseline,20260803,2259.0,186.5096663236618,2263.5,184.7523069381714,2340.0,2343.0,0.7491049286553086,0.8160624685508615,0.8176880909981741,0.831661036120225,0.8333177314113013,0.06695753989555286,0.06858316234286543,0.08255610746491637,0.08421280275599263,-0.001625622447312569,-0.015598567569363508,-0.01725526286043977,-0.01397294512205094,0.06695753989555286,0.06858316234286543,0.08255610746491637,0.08421280275599263,0.001625622447312569,0.015598567569363508,0.01725526286043977,3.1072843763690905e-05,0.0,over_circular,0.0,0.0
148881870-148882178-002,light_dysplastic,baseline,20260804,2514.5,203.5807341337204,2522.0,200.65180206298828,2603.0,2608.0,0.7491049286553086,0.7624092410682318,0.7646832793692904,0.784829601420617,0.7871705129380775,0.01330431241292318,0.015578350713981726,0.03572467276530833,0.03806558428276885,-0.002274038301058545,-0.02242036035238515,-0.02476127186984567,-0.020146322051326604,0.01330431241292318,0.015578350713981726,0.03572467276530833,0.03806558428276885,0.002274038301058545,0.02242036035238515,0.02476127186984567,6.687321640197474e-05,0.0,over_circular,0.0,0.0
148881870-148882178-002,light_dysplastic,baseline,20260805,2480.5,207.23758709430695,2491.0,203.1370828151703,2572.0,2579.0,0.7491049286553086,0.7257917732894684,0.7288640625938585,0.7553890282930701,0.7585866032969311,0.02331315536584022,0.020240866061450147,0.006284099637761442,0.009481674641622417,0.0030722893043900745,0.01702905572807878,0.013831480724217804,0.013956766423688705,-0.02331315536584022,-0.020240866061450147,0.006284099637761442,0.009481674641622417,0.0030722893043900745,0.029597255003601664,0.03279483000746264,0.00012528569947090062,0.0,under_circular,0.0,0.0
148882307-148882323-001,light_dysplastic,baseline,20260803,5698.5,326.1248904466629,5775.0,296.2497806549072,5852.0,5903.0,0.6767676259161776,0.6732905581318978,0.6823292047401438,0.8159327057826915,0.8268862640861707,0.003477067784279808,0.00556157882396624,0.13916507986651394,0.15011863816999316,-0.002084511039686432,-0.13568801208223413,-0.14664157038571335,-0.1336035010425477,-0.003477067784279808,0.00556157882396624,0.13916507986651394,0.15011863816999316,0.009038646608246048,0.14264214765079375,0.15359570595427297,0.001914911695233168,0.0,under_circular,0.0,0.0
148882307-148882323-001,light_dysplastic,baseline,20260804,5992.0,336.3675310611725,6073.0,304.73506140708923,6150.0,6204.0,0.6767676259161776,0.6655083880937034,0.67450474647748,0.8108430875404273,0.8218040838840145,0.011259237822474177,0.002262879438697518,0.13407546162424977,0.14503645796783693,0.00899635838377666,-0.12281622380177559,-0.13377722014536275,-0.13181258218555225,-0.011259237822474177,-0.002262879438697518,0.13407546162424977,0.14503645796783693,0.00899635838377666,0.14533469944672395,0.1562956957903111,0.0019646379598105,0.0,under_circular,0.0,0.0
148882307-148882323-001,light_dysplastic,baseline,20260805,6505.0,347.1959581375122,6583.0,316.7350616455078,6668.0,6720.0,0.6767676259161776,0.6781220144597832,0.6862532238568413,0.8148260080549328,0.8245964044620481,0.0013543885436055891,0.009485597940663726,0.1380583821387552,0.1478287785458705,-0.008131209397058137,-0.13670399359514962,-0.14647439000226492,-0.12857278419809148,0.0013543885436055891,0.009485597940663726,0.1380583821387552,0.1478287785458705,0.008131209397058137,0.13670399359514962,0.14647439000226492,0.0016391870100571637,0.0,over_circular,0.0,0.0
148882535-148882616-001,light_dysplastic,baseline,20260803,6387.5,521.5218590497971,6591.5,510.6589412689209,6842.0,6934.0,0.5064704898175538,0.2951180311439508,0.3045433271679611,0.30780728637387544,0.3176378439347789,0.21135245867360303,0.2019271626495927,0.19866320344367838,0.18883264588277493,0.009425296024010321,0.012689255229924645,0.022519812790828098,0.003263959205914324,-0.21135245867360303,-0.2019271626495927,-0.19866320344367838,-0.18883264588277493,0.009425296024010321,0.012689255229924645,0.022519812790828098,0.00040526153689313116,0.0,under_circular,0.0,0.0
148882535-148882616-001,light_dysplastic,baseline,20260804,5558.5,484.69343197345734,5675.5,438.1736594438553,5803.0,5897.0,0.5064704898175538,0.29732621662726505,0.30358458981164754,0.36381025837626935,0.3714680437914036,0.20914427319028878,0.20288590000590628,0.14266023144128448,0.13500244602615025,0.006258373184382493,0.0664840417490043,0.07414182716413853,0.060225668564621804,-0.20914427319028878,-0.20288590000590628,-0.14266023144128448,-0.13500244602615025,0.006258373184382493,0.0664840417490043,0.07414182716413853,0.0013994122307517398,0.0,under_circular,0.0,0.0
148882535-148882616-001,light_dysplastic,baseline,20260805,7367.5,666.7766922712326,7514.999999999999,603.8132693767548,7809.0,7912.0,0.5064704898175538,0.20824241321363557,0.21241150122843178,0.2539362505963558,0.25902014567107073,0.29822807660391826,0.29405898858912205,0.25253423922119805,0.2474503441464831,0.004169088014796207,0.045693837382720204,0.050777732457435165,0.041524749367923997,-0.29822807660391826,-0.29405898858912205,-0.25253423922119805,-0.2474503441464831,0.004169088014796207,0.045693837382720204,0.050777732457435165,0.0009148070599187541,0.0,under_circular,0.0,0.0
148882671-148882687-001,light_dysplastic,baseline,20260803,8008.0,468.3919162750244,8093.5,435.0020874738693,8365.0,8428.0,0.7224768685049138,0.4586856422386657,0.46358294773459546,0.531803567540265,0.5374815401956962,0.26379122626624807,0.2588939207703183,0.19067330096464874,0.1849953283092176,0.00489730549592976,0.07311792530159933,0.07879589795703046,0.06822061980566957,-0.26379122626624807,-0.2588939207703183,-0.19067330096464874,-0.1849953283092176,0.00489730549592976,0.07311792530159933,0.07879589795703046,0.0007806671595013692,0.0,under_circular,0.0,0.0
148882671-148882687-001,light_dysplastic,baseline,20260804,6118.0,363.9655101299286,6164.5,345.8061295747757,6284.0,6315.0,0.7224768685049138,0.580361873695578,0.5847729274920548,0.6429155980812509,0.6478020929015809,0.14211499480933576,0.137703941012859,0.0795612704236629,0.07467477560333291,0.0044110537964767715,0.06255372438567286,0.06744021920600285,0.05814267058919609,-0.14211499480933576,-0.137703941012859,-0.0795612704236629,-0.07467477560333291,0.0044110537964767715,0.06255372438567286,0.06744021920600285,0.00047544102385321807,0.0,under_circular,0.0,0.0
148882671-148882687-001,light_dysplastic,baseline,20260805,7137.5,478.634556889534,7200.5,453.2030966281891,7371.0,7413.0,0.7224768685049138,0.3915145290378067,0.3949702789963891,0.43668698459016964,0.4405414546467974,0.33096233946710707,0.3275065895085247,0.28578988391474414,0.2819354138581164,0.003455749958582388,0.04517245555236293,0.04902692560899069,0.041716705593780545,-0.33096233946710707,-0.3275065895085247,-0.28578988391474414,-0.2819354138581164,0.003455749958582388,0.04517245555236293,0.04902692560899069,0.0003987200980453687,0.0,under_circular,0.0,0.0
149011613-149011656-001,light_dysplastic,baseline,20260803,4046.4999999999995,271.9827550649643,4108.0,247.9655101299286,4259.0,4303.0,0.8274828171539456,0.6873954789109377,0.6978427350466162,0.8270025562525468,0.8395716053590665,0.1400873382430079,0.12964008210732936,0.00048026090139874356,0.012088788205120937,0.01044725613567854,0.13960707734160915,0.12799855003788696,0.12915982120593061,-0.1400873382430079,-0.12964008210732936,-0.00048026090139874356,0.012088788205120937,0.01044725613567854,0.13960707734160915,0.15217612644812883,0.002121792970841141,0.0,under_circular,0.0,0.0
149011613-149011656-001,light_dysplastic,baseline,20260804,4253.0,273.7401144504547,4310.0,251.48022890090942,4383.0,4421.0,0.8274828171539456,0.713227956170496,0.7227868542428493,0.8450794729354366,0.8564054851520649,0.11425486098344961,0.10469596291109629,0.017596655781491055,0.028922667998119378,0.009558898072353328,0.09665820520195856,0.08533219298533024,0.08709930712960523,-0.11425486098344961,-0.10469596291109629,0.017596655781491055,0.028922667998119378,0.009558898072353328,0.13185151676494067,0.143177528981569,0.001767114144274995,0.0,under_circular,0.0,0.0
149011613-149011656-001,light_dysplastic,baseline,20260805,4415.0,279.7401144504547,4472.0,257.48022866249084,4548.0,4586.0,0.8274828171539456,0.708975251717874,0.7181284995882974,0.8368599799179479,0.847664287699448,0.11850756543607155,0.10935431756564817,0.009377162764002356,0.020181470545502456,0.009153247870423376,0.1091304026720692,0.0983260948905691,0.09997715480164582,-0.11850756543607155,-0.10935431756564817,0.009377162764002356,0.020181470545502456,0.009153247870423376,0.1278847282000739,0.138689035981574,0.0016510599110767243,0.0,under_circular,0.0,0.0
149013033-149013072-001,moderate_dysplastic,baseline,20260803,2449.0,196.16652023792267,2453.5,193.58073365688324,2534.0,2537.0,0.8156209451775746,0.7997400998852214,0.8012096100728424,0.8212481158856271,0.82275714672331,0.01588084529235312,0.014411335104732137,0.00562717070805252,0.0071362015457354655,0.0014695101876209815,0.010253674584300598,0.008744643746617653,0.008784164396679617,-0.01588084529235312,-0.014411335104732137,0.00562717070805252,0.0071362015457354655,0.0014695101876209815,0.02150801600040564,0.023017046838088584,3.9520650061963813e-05,0.0,under_circular,0.0,0.0
