cell_id,seed,model,degradation,severity,target,point_prediction,interval_lower,interval_upper,true_value,covered,valid,failure_aware_covered,frozen_quantile,calibration_source
149185698-149185709-002,20260803,baseline,clean,clean,nc,1.3188235294117647,0.4608516545963821,2.176795404227147,2.458128078817734,False,True,False,0.8579718748153826,clean
149185788-149185824-001,20260803,baseline,clean,clean,nc,0.909853249475891,0.05188137466050835,1.7678251242912735,1.497172478793591,True,True,True,0.8579718748153826,clean
149190861-149190868-001,20260803,baseline,clean,clean,nc,0.2803957739392923,-0.5775761008760902,1.138367648754675,0.2425223558433549,True,True,True,0.8579718748153826,clean
149314453-149314465-001,20260803,baseline,clean,clean,nc,0.48152920962199314,-0.3764426651933895,1.3395010844373758,0.9054263565891473,True,True,True,0.8579718748153826,clean
149314453-149314507-001,20260803,baseline,clean,clean,nc,1.163596966413868,0.3056250915984853,2.0215688412292505,1.9282136894824708,True,True,True,0.8579718748153826,clean
149314453-149314507-002,20260803,baseline,clean,clean,nc,0.3782260456837734,-0.47974582913160924,1.236197920499156,0.36112708453133985,True,True,True,0.8579718748153826,clean
149314679-149314698-001,20260803,baseline,clean,clean,nc,1.0390595373530527,0.18108766253767006,1.8970314121684353,3.8992890995260665,False,True,False,0.8579718748153826,clean
149315229-149315310-001,20260803,baseline,clean,clean,nc,0.9135112477294955,0.05553937291411293,1.7714831225448782,3.4324324324324325,False,True,False,0.8579718748153826,clean
149315671-149315731-001,20260803,baseline,clean,clean,nc,1.284005316792202,0.42603344197681947,2.1419771916075847,3.2260147601476015,False,True,False,0.8579718748153826,clean
149315671-149315740-001,20260803,baseline,clean,clean,nc,1.2496350364963504,0.3916631616809678,2.1076069113117333,2.6127401415571283,False,True,False,0.8579718748153826,clean
149316426-149316462-004,20260803,baseline,clean,clean,nc,1.1744097486671745,0.3164378738517919,2.032381623482557,1.300411522633745,True,True,True,0.8579718748153826,clean
149316754-149316779-002,20260803,baseline,clean,clean,nc,1.04707668944571,0.18910481463032736,1.9050485642610926,0.5034353529044348,True,True,True,0.8579718748153826,clean
149317002-149317010-002,20260803,baseline,clean,clean,nc,1.0427244582043345,0.18475258338895184,1.900696333019717,1.2709163346613546,True,True,True,0.8579718748153826,clean
149317204-149317230-002,20260803,baseline,clean,clean,nc,0.8376858175974287,-0.020286057217953957,1.6956576924128113,1.0127504553734061,True,True,True,0.8579718748153826,clean
149788987-149788996-003,20260803,baseline,clean,clean,nc,0.37140976543800863,-0.486562109377374,1.2293816402533913,0.39562694593829606,True,True,True,0.8579718748153826,clean
153268807-153268826-001,20260803,baseline,clean,clean,nc,0.1517794836008374,-0.7061923912145452,1.00975135841622,0.15811327923575869,True,True,True,0.8579718748153826,clean
153276386-153276405-001,20260803,baseline,clean,clean,nc,0.7167588791718722,-0.14121299564351042,1.5747307539872548,1.2663423532988751,True,True,True,0.8579718748153826,clean
153276386-153276405-002,20260803,baseline,clean,clean,nc,0.30446483180428136,-0.5535070430111013,1.162436706619664,1.1164625850340135,True,True,True,0.8579718748153826,clean
153276386-153276414-001,20260803,baseline,clean,clean,nc,0.5564762876083631,-0.3014955872070195,1.4144481624237457,0.7034402911015547,True,True,True,0.8579718748153826,clean
153314466-153314473-003,20260803,baseline,clean,clean,nc,0.1490426212240906,-0.708929253591292,1.0070144960394731,0.12100734687463167,True,True,True,0.8579718748153826,clean
153654869-153654880-001,20260803,baseline,clean,clean,nc,0.7015057573073517,-0.15646611750803097,1.5594776321227344,1.0730734360834089,True,True,True,0.8579718748153826,clean
153655016-153655039-005,20260803,baseline,clean,clean,nc,0.9402985074626866,0.082326632647304,1.7982703822780692,1.3248663101604279,True,True,True,0.8579718748153826,clean
153655087-153655101-002,20260803,baseline,clean,clean,nc,0.4262778505897772,-0.43169402422560543,1.28424972540516,0.9404934687953556,True,True,True,0.8579718748153826,clean
153656862-153656873-001,20260803,baseline,clean,clean,nc,0.21963117829956041,-0.6383406965158223,1.077603053114943,0.22721515501954953,True,True,True,0.8579718748153826,clean
153657121-153657160-001,20260803,baseline,clean,clean,nc,0.9236694677871149,0.06569759297173228,1.7816413426024975,1.3176170755017522,True,True,True,0.8579718748153826,clean
153659229-153659264-001,20260803,baseline,clean,clean,nc,0.4512722035525684,-0.4066996712628142,1.309244078367951,0.5165699548678272,True,True,True,0.8579718748153826,clean
153697342-153697375-001,20260803,baseline,clean,clean,nc,0.9073877695298692,0.0494158947144866,1.765359644345252,1.3813604713444028,True,True,True,0.8579718748153826,clean
153697342-153697384-001,20260803,baseline,clean,clean,nc,0.743521000893655,-0.11445087392172759,1.6014928757090376,0.7904400126622348,True,True,True,0.8579718748153826,clean
153697726-153697736-001,20260803,baseline,clean,clean,nc,0.2900819782287327,-0.5678898965866499,1.1480538530441153,0.52302127398688,True,True,True,0.8579718748153826,clean
153701009-153701019-002,20260803,baseline,clean,clean,nc,0.6650599091034293,-0.19291196571195335,1.5230317839188119,0.48939905469277517,True,True,True,0.8579718748153826,clean
153701622-153701650-001,20260803,baseline,clean,clean,nc,0.8272992093216812,-0.0306726654937014,1.6852710841370637,1.2200374531835205,True,True,True,0.8579718748153826,clean
153701949-153701958-001,20260803,baseline,clean,clean,nc,0.6178230783616981,-0.24014879645368448,1.4757949531770809,0.7013726487036096,True,True,True,0.8579718748153826,clean
153702037-153702051-003,20260803,baseline,clean,clean,nc,0.7031554790590935,-0.15481639575628914,1.561127353874476,0.7760929997472833,True,True,True,0.8579718748153826,clean
153826963-153826970-001,20260803,baseline,clean,clean,nc,0.721565059144677,-0.13640681567070567,1.5795369339600596,2.5455153949129854,False,True,False,0.8579718748153826,clean
153826963-153826982-003,20260803,baseline,clean,clean,nc,0.8232129131437356,-0.03475896167164705,1.6811847879591182,4.032589016294508,False,True,False,0.8579718748153826,clean
153827595-153827657-002,20260803,baseline,clean,clean,nc,0.9194110809763657,0.061439206160983084,1.7773829557917482,1.1170706549767921,True,True,True,0.8579718748153826,clean
153828877-153828902-002,20260803,baseline,clean,clean,nc,0.586108013382189,-0.27186386143319363,1.4440798881975716,0.6964097148891235,True,True,True,0.8579718748153826,clean
153828952-153828970-001,20260803,baseline,clean,clean,nc,2.4476933073424303,1.5897214325270477,3.3056651821578127,3.023934181002244,True,True,True,0.8579718748153826,clean
153828952-153829005-001,20260803,baseline,clean,clean,nc,1.8356031128404668,0.9776312380250842,2.6935749876558495,2.7826358525921298,False,True,False,0.8579718748153826,clean
153828952-153829005-002,20260803,baseline,clean,clean,nc,1.2939035486806187,0.4359316738652361,2.1518754234960014,1.7752315943442223,True,True,True,0.8579718748153826,clean
153829664-153829672-001,20260803,baseline,clean,clean,nc,0.17565865435079248,-0.6823132204645901,1.0336305291661751,0.16067158884889252,True,True,True,0.8579718748153826,clean
153829745-153829768-001,20260803,baseline,clean,clean,nc,0.022569302477716904,-0.8354025723376657,0.8805411772930996,0.4383465670247548,True,True,True,0.8579718748153826,clean
153829745-153829768-003,20260803,baseline,clean,clean,nc,1.1092157731501995,0.25124389833481686,1.967187647965582,1.6709256104486088,True,True,True,0.8579718748153826,clean
153830680-153830827-002,20260803,baseline,clean,clean,nc,2.4506224066390043,1.5926505318236217,3.308594281454387,2.5067453625632377,True,True,True,0.8579718748153826,clean
153831352-153831372-004,20260803,baseline,clean,clean,nc,0.8581152946181664,0.00014341980278376187,1.7160871694335489,2.75,False,True,False,0.8579718748153826,clean
153915432-153915441-002,20260803,baseline,clean,clean,nc,2.3145951521402783,1.4566232773248957,3.1725670269556607,0.9571428571428572,False,True,False,0.8579718748153826,clean
153915432-153915472-001,20260803,baseline,clean,clean,nc,0.99090318388564,0.1329313090702574,1.8488750587010228,0.44811175928768804,True,True,True,0.8579718748153826,clean
153915726-153915736-001,20260803,baseline,clean,clean,nc,1.1568703775788245,0.2988985027634419,2.014842252394207,0.6802721088435374,True,True,True,0.8579718748153826,clean
153916114-153916129-002,20260803,baseline,clean,clean,nc,0.7050882658359294,-0.1528836089794532,1.563060140651312,0.2807151330283003,True,True,True,0.8579718748153826,clean
153916114-153916150-001,20260803,baseline,clean,clean,nc,1.2053734061930783,0.3474015313776957,2.063345281008461,1.2626126126126127,True,True,True,0.8579718748153826,clean
153916114-153916167-001,20260803,baseline,clean,clean,nc,3.625272331154684,2.767300456339301,4.483244205970067,1.1898734177215189,False,True,False,0.8579718748153826,clean
153916569-153916586-001,20260803,baseline,clean,clean,nc,1.8096774193548386,0.951705544539456,2.6676492941702215,0.7517178195144297,False,True,False,0.8579718748153826,clean
153956040-153956058-001,20260803,baseline,clean,clean,nc,0.4309898426608245,-0.4269820321545581,1.2889617174762071,0.4210115211872681,True,True,True,0.8579718748153826,clean
153956040-153956058-003,20260803,baseline,clean,clean,nc,0.5428690056051484,-0.3151028692102342,1.400840880420531,0.5418118466898955,True,True,True,0.8579718748153826,clean
153956040-153956072-003,20260803,baseline,clean,clean,nc,0.18270300333704115,-0.6752688714783415,1.0406748781524238,0.35431723088626854,True,True,True,0.8579718748153826,clean
153956444-153956458-004,20260803,baseline,clean,clean,nc,0.3486043042829746,-0.509367570532408,1.2065761790983571,0.5442504515352198,True,True,True,0.8579718748153826,clean
153958154-153958211-001,20260803,baseline,clean,clean,nc,0.19761218608480857,-0.660359688730574,1.0555840609001912,0.32525951557093424,True,True,True,0.8579718748153826,clean
153958547-153958572-002,20260803,baseline,clean,clean,nc,1.3682219419924337,0.5102500671770511,2.2261938168078164,0.6248108925869894,True,True,True,0.8579718748153826,clean
153958547-153958572-006,20260803,baseline,clean,clean,nc,1.2215132178669097,0.3635413430515271,2.079485092682292,0.5406178489702517,True,True,True,0.8579718748153826,clean
153958547-153958572-008,20260803,baseline,clean,clean,nc,1.6511318242343542,0.7931599494189716,2.509103699049737,2.0215439856373427,True,True,True,0.8579718748153826,clean
153958547-153958572-009,20260803,baseline,clean,clean,nc,0.47786561264822136,-0.38010626216716126,1.3358374874636039,0.3609616074632221,True,True,True,0.8579718748153826,clean
153958547-153958590-002,20260803,baseline,clean,clean,nc,0.11088847203274216,-0.7470834027826405,0.9688603468481247,0.30717723373090605,True,True,True,0.8579718748153826,clean
154519964-154519981-001,20260803,baseline,clean,clean,nc,0.7418084836169673,-0.11616339119841534,1.59978035843235,0.5555111821086262,True,True,True,0.8579718748153826,clean
157181481-157181497-004,20260803,baseline,clean,clean,nc,0.47545897339827653,-0.3825129014171061,1.3334308482136592,0.4855687606112054,True,True,True,0.8579718748153826,clean
157181671-157181697-001,20260803,baseline,clean,clean,nc,0.007578729126975233,-0.8503931456884074,0.8655506039423578,0.008061608572129043,True,True,True,0.8579718748153826,clean
157183193-157183279-001,20260803,baseline,clean,clean,nc,0.011239504530717433,-0.8467323702846652,0.8692113793461,0.01294809662979542,True,True,True,0.8579718748153826,clean
157183828-157183877-001,20260803,baseline,clean,clean,nc,0.019900304767808255,-0.8380715700475744,0.8778721795831909,0.020466226138032305,True,True,True,0.8579718748153826,clean
157183964-157183980-001,20260803,baseline,clean,clean,nc,0.006612235510579577,-0.8513596393048031,0.8645841103259622,0.013691168824738184,True,True,True,0.8579718748153826,clean
157184013-157184031-001,20260803,baseline,clean,clean,nc,0.10006227942702928,-0.7579095953883533,0.9580341542424119,0.01688740594463927,True,True,True,0.8579718748153826,clean
157184850-157184920-002,20260803,baseline,clean,clean,nc,0.39890164752870694,-0.4590702272866757,1.2568735223440894,0.33975330015148236,True,True,True,0.8579718748153826,clean
157184850-157184942-001,20260803,baseline,clean,clean,nc,0.0,-0.8579718748153826,0.8579718748153826,0.006035477449376799,True,True,True,0.8579718748153826,clean
157185208-157185238-001,20260803,baseline,clean,clean,nc,0.01180482902356847,-0.8461670457918141,0.8697767038389511,0.007158869043314774,True,True,True,0.8579718748153826,clean
157185433-157185479-002,20260803,baseline,clean,clean,nc,0.34289772727272727,-0.5150741475426553,1.20086960208811,0.4651646447140381,True,True,True,0.8579718748153826,clean
157185433-157185479-003,20260803,baseline,clean,clean,nc,0.33117932148626816,-0.5267925533291145,1.1891511963016508,0.3106826801517067,True,True,True,0.8579718748153826,clean
157185433-157185479-004,20260803,baseline,clean,clean,nc,0.7024369388627618,-0.1555349359526208,1.5604088136781444,0.48272921108742006,True,True,True,0.8579718748153826,clean
157185433-157185479-006,20260803,baseline,clean,clean,nc,1.0421635434412266,0.18419166862584402,1.9001354182566093,1.357592722183345,True,True,True,0.8579718748153826,clean
157185433-157185508-001,20260803,baseline,clean,clean,nc,0.3007063572149344,-0.5572655176004482,1.158678232030317,0.3114297945205479,True,True,True,0.8579718748153826,clean
157185730-157185758-001,20260803,baseline,clean,clean,nc,0.9411898274296094,0.08321795261422682,1.7991617022449922,0.7580833657966498,True,True,True,0.8579718748153826,clean
157185781-157185793-003,20260803,baseline,clean,clean,nc,0.6531044712862895,-0.20486740352909316,1.511076346101672,0.5258155109094836,True,True,True,0.8579718748153826,clean
157222534-157222607-001,20260803,baseline,clean,clean,nc,0.005629758373793286,-0.8523421164415893,0.8636016331891759,0.0076726342710997444,True,True,True,0.8579718748153826,clean
157222647-157222687-001,20260803,baseline,clean,clean,nc,0.04010586319218241,-0.8178660116232002,0.8980777380075651,0.020977557394468237,True,True,True,0.8579718748153826,clean
157222801-157222811-001,20260803,baseline,clean,clean,nc,0.026807113057371955,-0.8311647617580107,0.8847789878727546,0.023728913357081875,True,True,True,0.8579718748153826,clean
157223549-157223570-001,20260803,baseline,clean,clean,nc,0.022867580753312217,-0.8351042940620704,0.8808394555686948,0.024865444095370302,True,True,True,0.8579718748153826,clean
157224412-157224429-001,20260803,baseline,clean,clean,nc,0.017646473689445937,-0.8403254011259367,0.8756183485048286,0.0039790197142340385,True,True,True,0.8579718748153826,clean
157224458-157224464-001,20260803,baseline,clean,clean,nc,0.1318854982974633,-0.7260863765179193,0.9898573731128459,0.030649408864234885,True,True,True,0.8579718748153826,clean
157224458-157224483-001,20260803,baseline,clean,clean,nc,0.006101041815327529,-0.8518708330000551,0.8640729166307102,0.009028082326432471,True,True,True,0.8579718748153826,clean
157227058-157227087-001,20260803,baseline,clean,clean,nc,0.29196840026333115,-0.5660034745520515,1.1499402750787138,0.32424006235385816,True,True,True,0.8579718748153826,clean
157227461-157227503-003,20260803,baseline,clean,clean,nc,0.5593996438565251,-0.29857223095885754,1.4173715186719078,0.9261790840738209,True,True,True,0.8579718748153826,clean
157266930-157266947-001,20260803,baseline,clean,clean,nc,1.8301119023397763,0.9721400275243937,2.6880837771551587,0.7148415786548082,False,True,False,0.8579718748153826,clean
157268504-157268544-001,20260803,baseline,clean,clean,nc,0.006979243548407982,-0.8509926312669747,0.8649511183637906,0.00862292796917064,True,True,True,0.8579718748153826,clean
158986766-158986776-001,20260803,baseline,clean,clean,nc,0.6628032345013477,-0.1951686403140349,1.5207751093167303,0.5649823736780258,True,True,True,0.8579718748153826,clean
158986813-158986820-001,20260803,baseline,clean,clean,nc,0.5224117413724713,-0.33556013344291136,1.3803836161878538,0.41561624649859946,True,True,True,0.8579718748153826,clean
158986920-158986928-004,20260803,baseline,clean,clean,nc,0.0,-0.8579718748153826,0.8579718748153826,0.6050767414403778,True,True,True,0.8579718748153826,clean
204870858-204870872-001,20260803,baseline,clean,clean,nc,0.5392709507703871,-0.3187009240449955,1.3972428255857698,0.7895884437176343,True,True,True,0.8579718748153826,clean
204870951-204870961-002,20260803,baseline,clean,clean,nc,0.26201085278157676,-0.5959610220338059,1.1199827275969594,0.6546891843334531,True,True,True,0.8579718748153826,clean
204871030-204871038-001,20260803,baseline,clean,clean,nc,0.5106748817882218,-0.34729699302716077,1.3686467566036045,0.4666613494975275,True,True,True,0.8579718748153826,clean
204871030-204871038-002,20260803,baseline,clean,clean,nc,0.40414701699228983,-0.4538248578230928,1.2621188918076724,0.3880719963754685,True,True,True,0.8579718748153826,clean
